,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,totalGames,winRate,masteryRatio,mostPlayedID
151,IRON,I,ZhtoZkOq6LDw_IZ640RdkttLcWyEo5nfEPRO_6ERc3g1U_MB,MrMrsAyva,63,16,23,39,41.02564102564102,1.820217530390275,555.0
152,IRON,I,pXK0lyWm48apgBhjJ7jPiQp8h3EUhd0sDOuOu9u6dp-GNQbC,ChristBlueMoon,8,15,14,29,51.724137931034484,1.019792046071485,74.0
153,IRON,I,lUkGXeaE77HZGrs6zlIBoLwvW6-PxkY_sd7Tfe67K3Ldg8oA,Sli33ry,7,8,3,11,72.72727272727273,1.0687093370845788,86.0
154,IRON,I,FwgD81SQ7cJnjBMUQavm5IJiPH2FzeoiH_5u0pvkWzi2trTg,Mahitaj,79,40,28,68,58.82352941176471,1.2170615440468486,157.0
155,IRON,I,hDDx2pX8AI9zAAQA9s7AWz5i59B5zabOIWikO_ymlfqesqrA,STAT Eternal,0,3,17,20,15.0,1.2281594571670909,58.0
156,IRON,I,VcIfNQBM5LJ4Y9acgsN5eTnBBpmZHeHpgSwjaiQiuZoIHVqc,brittneycxc,46,11,11,22,50.0,1.1894954365421044,420.0
157,IRON,I,DUQCC9XFdMxAfJ9GDCL80iJUBC3UUz2uWnZ3OQWim_tGXakz,CarpalTunnel4454,46,1,9,10,10.0,1.0137567555496003,84.0
158,IRON,I,3FtvgAzwgC_dIEctLyOFeAB8kF1PMJzPBviudcUGBbmVRrP7,stilllake00,67,8,8,16,50.0,1.0401178461731335,16.0
159,IRON,I,Pb_SPAhVSlDMgIw9v4K3YQLDcKIFV4zC_ZHZ2byHbkpDrrnR,Maxster999,28,15,24,39,38.46153846153847,1.4151633349585568,25.0
160,IRON,I,5UCRdgjae7rG3UvL4JHnLl2K2VCKOe_lmE8Bm_t4-MTapxlR,Mister Braum,17,25,39,64,39.0625,1.6174010745784475,201.0
161,IRON,I,LOtWN0mnFteDseKkr4q4uDdGd788bb8mQ8NdNCL25fnvQUF_,MonkeyDLotfi,0,5,9,14,35.714285714285715,1.2333706293706295,67.0
162,IRON,I,iXTx95GeCLuvlRr0ni5kJCOlcFUHwr5hSr3kV8oT0Gvyn8OS,CyberStyxx,100,14,7,21,66.66666666666666,1.8765282314512366,86.0
163,IRON,I,bJs9-s0a7EEo1xAmyfwG9IP5zdkydYuUFM5kLMECxBn-zwhv,Exotix4,25,1,11,12,8.333333333333332,2.2740942457968267,91.0
164,IRON,I,PEC7eshf2hbcFwaIXuuyu1t-twQBu_cTDvKWLZ8a_cnDRG2k,InfinityResid3,100,14,16,30,46.666666666666664,2.1468043665353083,157.0
165,IRON,I,Lnbsa66G84TVSzcTVrN_zpzCuHwU-3qFOBTFu655xf4-_xuJ,Ullr,0,2,9,11,18.181818181818183,1.0871538810712664,25.0
166,IRON,I,tlgqOvbA8M6Ao7V5YrDf8CdvxREVZzBcU0jZQ821UeHZ5JvF,MegaTorterra2000,92,4,7,11,36.36363636363637,2.1765990831615545,122.0
167,IRON,I,lUTq4TUaiAEvVC-XPqj_M9rKBngaksXy1sZf6SFlO5EqFUAD,PetrichorJG,23,9,14,23,39.130434782608695,3.550455764075067,63.0
168,IRON,I,FHA5vO95Yzge0QSUK7Ggot0zBPxyn2LsOSE3h8nXHfBhq3QH,laquarious1,15,6,13,19,31.57894736842105,1.595505617977528,103.0
169,IRON,I,Nfl2WbBAGvP-xx9FFrun-pyOJKvKkeii9hik6m2DZR97ZGGu,Chunk13Munk13,32,6,10,16,37.5,2.40395153199043,37.0
170,IRON,I,bPT3rnVUftGiVi8H6RTRE3iY-TLAGr9H2HqsLK7coQYoQupz,pokimanes chair,16,8,30,38,21.052631578947366,1.0308487982963188,164.0
171,IRON,I,u91iHiciyAvMZnK3HD3zF--0QqdCGRACu3gJap05lNuw9S74,Joshers5804,37,9,18,27,33.33333333333333,2.3775691951033333,110.0
172,IRON,I,SD6nuOJJ8hGXm-Yj50tGi-xBJuZblFUE1E5dAdC37DU38gNp,KNordi24,71,4,9,13,30.76923076923077,11.066710268149118,24.0
173,IRON,I,CnIKWgohLxkfzGso0gcDsbyrNWesGRgqOjrBQmYIIGdGeYJv,AnxiousMermaid,51,22,11,33,66.66666666666666,1.815496013244781,76.0
174,IRON,I,GxjxjSVYEdM9871gwaOaBltsh0ePbXEh3XmFV97MjlS2HMsK,Bladeyyy2002,46,3,8,11,27.27272727272727,5.1688009313154835,86.0
175,IRON,I,z2ztLZSutxHsXI9K2rYMnjL-c2xgVdJRTrFGHnFsyGlIiyRb,WanneLogan,69,11,7,18,61.111111111111114,3.258979251708896,350.0
176,IRON,I,Z9F8DyKIP1szqHRQwCrhfm6rw5yIQWkXG5-vAIZnK0V94pLt,PKB3AST,38,3,9,12,25.0,1.9179267405191234,106.0
177,IRON,I,dBZnXcLYhkj8Fp7y3orgJDxmq2cc69nHd1OO8Sczwe6q0CAp,GalaxyBandit18,14,7,13,20,35.0,3.784676492108289,555.0
178,IRON,I,P_BP5APDqx0q2d9ucXBUaawU0MzAt8onlfqnbLIax1IDXlyg,TangoF,10,4,15,19,21.052631578947366,2.6546916890080428,555.0
179,IRON,I,2Az2lx0xFmglSDzAx67H7_cRxcand986ZQOTLMBk_y611_kt,HughhJazz,90,11,23,34,32.35294117647059,4.667393294676724,11.0
180,IRON,I,8c2iRFTiI3EBhjmdVBtkcbDU4deDDh47n1xHqT56vzznDxCk,MendMyPanda,18,2,8,10,20.0,1.0317375886524822,68.0
181,IRON,I,BFpxJ8OIUjS7VmStjkwr8mgsN14R4OejovundnAoOZSijqS-,Joe Khan 45,49,5,5,10,50.0,1.091327688547486,50.0
182,IRON,I,R9eKEnz6Q99NznjN8XLUu9-D_MLKhVY233X1KxiFedBt8rAV,sam222222234,75,9,3,12,75.0,2.72167184477402,161.0
183,IRON,I,FJPzGD5_FzaYUXHiIBbyk7TJbWRqE3aPC__kTdcKvwjcfdtK,NicoNicoNiiXD123,15,7,3,10,70.0,1.2999464763603925,157.0
184,IRON,I,hptPl2RNFbfEwOl1kpWItQVlpKHdtr8amfdGUOIoyyzugXWZ,kirakarma,90,25,30,55,45.45454545454545,1.2628849747024122,4.0
185,IRON,I,R5_1-rGoNR_fJXwU6Nv_1mu5S4F5uJ7SWjUHYk2NJAa6qthk,Omrag,20,6,15,21,28.57142857142857,3.405881361644759,86.0
186,IRON,I,cJkoVaffE9SzK_wZiXAmE6Ji_lPjr3hlnoEXZGODGYL1sKNz,PanPanLJ,0,9,10,19,47.368421052631575,1.389572773352643,33.0
187,IRON,I,n2T4hkQDcuJjUihTGuEQXUKfD3cooHdCtaO_b_oKJwB-Zesv,jjjjjkkk1121,100,3,8,11,27.27272727272727,5.984131736526946,101.0
188,IRON,I,FX53pmlMntrhBZNnPcCQS0lXYr1Os2eT-iCEz3HfSPNa_kiT,SiimonT,62,4,6,10,40.0,1.0460283918508886,24.0
189,IRON,I,0Wx1PIKhZdWUTUvIP_GclRJpO1vvNoj0oYCmXWkeuCczj104,iSUKatKnives,47,30,39,69,43.47826086956522,1.2524666279744632,202.0
190,IRON,I,ALS6W0sDLwi-Ypq12OliYMCrFp_CuB-xT36JQF4Jt8gjnhfZ,GoingCarp,9,5,8,13,38.46153846153847,3.221889256641918,122.0
191,IRON,I,J79jmZ7cpxKPIqNN0k__K_wyADSvVxY_wPbko7N1KYHn8Eab,LostmanAce,0,18,22,40,45.0,1.41098486450816,99.0
192,IRON,I,x3rzLdcxJhesmBYKNbvwNSzc0ZginaeWwDY0I6TSxQaDa8jG,litblade8,0,13,9,22,59.09090909090909,1.5916460837587134,36.0
193,IRON,I,fs66929663ubYg6HgLvwCdF9B3ucNeIXE6QfPpdDV1uBTuPt,SnowRain,12,5,19,24,20.833333333333336,6.57800058979652,16.0
194,IRON,I,QWcz6-DP5G353qkuVYqTIxLO1RPfOb-hUy00_7mR9caLAKss,RustysRage,47,12,14,26,46.15384615384615,1.4426291539608698,141.0
195,IRON,I,MawM_LbgKBenYN8QStyozexqknhjWMzhQy-sCFJLQN1M9Qi0,Papoi,16,67,81,148,45.27027027027027,1.4093425390309138,145.0
196,IRON,I,_l5b0V5dKuoxTRTRRUr5EVoRUWbhyvotvt1n_wqbm9_0cN9c,TriPplexGoDVr,0,1,17,18,5.555555555555555,1.097170203911777,84.0
197,IRON,I,e3pfHJH-t__PQFE6KOfXkfziO99_52-c6H-VEWoVGs00EjnB,Resultantleek70,8,12,18,30,40.0,1.85794490276204,238.0
198,IRON,I,IeO9zzrcsMzNF8-yda3PCrlxOxFGcIVJeHo2WDpQQXQNGJaM,dannykhangho,33,10,11,21,47.61904761904761,3.635334015868953,25.0
199,IRON,I,saMeZGKHfqLy6189CMCpDPz9bkX0J4z65ZQ7McwYE2qXTE4b,AmazingAwareness,26,3,10,13,23.076923076923077,2.1442930640243905,133.0
200,IRON,I,Xs7v2UXTDmfkgcv5ga8P3Yz4N6EV_dnxuPPkVinKDEXqtrb9,citsituayrev,38,7,21,28,25.0,1.8165327590491178,103.0
201,IRON,I,Q6ZmWP-fefjRli_vrXWv0H1FF1WI7RUP0YYma8eNxhTywAK_,Winsect,94,6,4,10,60.0,1.2076980290070658,17.0
202,IRON,I,P_QTjPptQ-WqGVEjX2luJ6MDGKDYOml5SAUnfmDsQ6YZczjP,CaptainFrostKill,0,8,10,18,44.44444444444444,1.0342541136187617,16.0
203,IRON,I,NIq9llZLoPGxzmRxjKYd0gFrx5x2KiwRgBRi30Q5qVI2SvRs,YLander,57,7,9,16,43.75,1.6059393156875403,50.0
204,IRON,I,ceqTFvPiIi_nl0XamcXEgK96Cqhx6xuxghYNbP4oJUOtjW7m,Nekomancer182,47,4,10,14,28.57142857142857,1.1736366205142696,25.0
205,IRON,II,3MkzKoWKxSv4O8NVCNpNKELn4e2kqt1oGnYJwY-lbJWFVH6x,xXDynamicBlueXx,64,7,12,19,36.84210526315789,1.646565681208277,64.0
206,IRON,II,UWl4Bx40rHo0YLFpsaUgLO18bx1CGAxcx9mTO5xH6S3wByoo,dragonrider428,0,13,5,18,72.22222222222221,2.1970953709911285,429.0
207,IRON,II,-ICqn2vB9khZy6oJYg8A0L4IL0oTvU2aDj21rCIATNU-j-NA,Thecommiecuck,84,23,22,45,51.11111111111111,1.343964846624477,145.0
208,IRON,II,feTkiuIu_BP2vBAU0vDqhyto5pcleqBKiozMDEzy8aLPdPdE,BLACKOUT777,0,23,29,52,44.230769230769226,1.08882463690156,25.0
209,IRON,II,-MkFJxIdKVPRAcXBzENEVzzRMduY5Sw5_plB3_ibcp0jaI9q,M1st3rMiyagi,53,15,9,24,62.5,1.3359729393711988,141.0
210,IRON,II,AF5U0HgPrqqnfUWRHr600V1aGV1HMEC8813IsJ9fCYexhpA-,Flyin Potatoes,78,7,10,17,41.17647058823529,1.2286226318484383,3.0
211,IRON,II,IIakOVpN4J1m6ylX7PyWiNNtJ9yRlmKsfeb8_VPwPno2quDY,Dooms4Day,89,26,30,56,46.42857142857143,2.438307007398723,11.0
212,IRON,II,HepJ95uRuDHmdYft_filUU7UKDnSjeoLqys-HEoBvjAMlF2e,LilRambe29,41,5,17,22,22.727272727272727,3.8799467794759823,105.0
213,IRON,II,vwezZPR4Vh-BQV5ofJhqbOJ5FoDRhW6c6zFlimj2DscIiv6D,BGennz,68,26,20,46,56.52173913043478,1.815205225778881,223.0
214,IRON,II,7eBLSgyiA6ZtS3MsfMK-mOlpupPQL1cMPcziCKIMXjuJx2Vi,1st Lt LeBlanc,61,3,7,10,30.0,2.2516226636084133,145.0
215,IRON,II,l1gT69hPKOvt3q4G94Qdg9BghIQgR8p2qI2iU-u4KKlUBTMc,killerofnations,65,6,7,13,46.15384615384615,1.910432950925265,31.0
216,IRON,II,s0JDwbP9VvpySfhDwMBr40uGTb_e8E_A4ADMy85zLjQS7pVe,Venom910,88,6,8,14,42.857142857142854,1.7608846573440444,67.0
217,IRON,II,QuLPqrTSVAvMf2N-_6AsyCgALKa35tr5hJ5Lmzj7G0_IVuk-,LoIlipop,39,13,17,30,43.333333333333336,1.5427135678391959,412.0
218,IRON,II,9ENFBMp6sgB1Y4rFcTp6X0Cf67p8TOfjphIzzWr1EZ7KD7NC,BE STRONGER W,38,59,56,115,51.30434782608696,1.2518275348585353,157.0
219,IRON,II,cGCe0tsLzvJl_5BV26bf3ncUEhw-PtGGTVkQvATeQp8KmUJn,Yomstar,0,16,23,39,41.02564102564102,1.2936949223667646,32.0
220,IRON,II,nu_WCY-n1CoyUnlteccTgE7jKA_XYJplbiwHCNka3cpT_rKb,luciddreamwalker,15,11,17,28,39.285714285714285,13.848965685081529,11.0
221,IRON,II,DQZAgYc1iNADUZUvuThLwu7I5elip14jl803Qy0ShxNGrn2S,KiaraiMarie,30,2,12,14,14.285714285714285,3.285241196600066,350.0
222,IRON,II,pX_Zc8EkhxjGlxtUbgmwZ1P7pYzSNS7SFG0Flip2X5VZLcEs,Cosmic Freedom,0,10,3,13,76.92307692307693,3.0522669101224342,4.0
223,IRON,II,VfCrVd12h9Es9vGDyzKGQa7EDe9WSRHTW_ErTfHXmc-3dhsw,VenusVerdict,0,66,62,128,51.5625,1.0752749317113293,99.0
224,IRON,II,GE-ZNQ4f9f_R1HAKzQfF0WYx4VMG4pf3ei4MS45E9qkI6YXj,BurnedX,0,17,22,39,43.58974358974359,1.0365995708593032,236.0
225,IRON,II,zwVDGiH8FALNFnb9m7InHDUm7N4rlp74D2cbKXDvRQqs_WHM,PeaceWalker1470,76,102,92,194,52.57731958762887,1.4420469500811066,202.0
226,IRON,II,RF-C7s5WJB-iXkXNszGzicKm1DviTHsRspxFKuTC1YMJzw7h,MistaStealYoRole,0,20,19,39,51.28205128205128,2.090195963646475,157.0
227,IRON,II,FVgRu5k_ozFXhQ67X2bE7iC1gUWw5evihVxpNax74pxjAQxT,World3edgar,0,11,10,21,52.38095238095239,2.185650564123495,20.0
228,IRON,II,sCwE07th4WbZzVgyUoIyaLSK6dapfNyUfJ6A9bfuq5EQOX-n,Jhinspired,0,5,12,17,29.411764705882355,4.280637892182354,202.0
229,IRON,II,5qPNQscYz9lBbSTINqQxltojmcXO2LFsS6PeNFboQhjqQYXo,xAscendingLibra,70,9,6,15,60.0,1.8359077133639652,21.0
230,IRON,II,HUBuRBsJ2wQX1K1lWOF7hSq0Ok24sKjvMRiXu9RjiJ-7IdZO,cheskaa,31,6,11,17,35.294117647058826,1.6752488557920335,99.0
231,IRON,II,-hpZ76q_m4jSxeOAiGbJpfTQVK2gB_Nx_7dTBVbTBkHqg5mA,Raza Blade,43,6,9,15,40.0,2.2685385549163457,222.0
232,IRON,II,Gy-449gmh_kX3YG7iMGSOlpLLD5v_geGlUF7SAYFd8CzCOve,Asmireid,72,5,8,13,38.46153846153847,1.6443141254462008,122.0
233,IRON,II,WmV_pGEYR81ovWPYGRJzNCGmAmr26GWCm5w5mq4LJwekMHxZ,SuccMasterDrac,62,2,13,15,13.333333333333334,1.14644937688961,238.0
234,IRON,II,VvPziXv7FE8BV_15BOR8qwzRmS04VRpknhyPnp2J963Ivoks,King Of Fiora ,7,3,11,14,21.428571428571427,1.535359072754327,202.0
235,IRON,II,7_BPTWlOagbL_lMpmeAmnjFXC3fpYRa198U2Xi8gY8sj1qHg,legendaryshadow1,43,10,7,17,58.82352941176471,2.7629151678866855,157.0
236,IRON,II,PZGVbFktx_2HyriD1xuZN_Na_rcxYgejLgSdq5Rb5e4rEQfh,Alijah3606,27,5,7,12,41.66666666666667,1.1936669188371338,99.0
237,IRON,II,kmGSNMJAG4oU49mmuNvLoEjRjXqtMfQu2UdqLp_chzBXNzhC,ZAksis65,11,2,8,10,20.0,4.150023404587299,20.0
238,IRON,II,CZZwdvOkO_yT79Xn-NcpvwV9LA-w51QU9Ob2wWIFlwr8Jy7h,De4thKnight,75,7,8,15,46.666666666666664,1.366878808395396,21.0
239,IRON,II,9b-SN6RhsxoVM_wk_0hpD-oAyIqmJjm2jDvbOzb3l8_aK-58,This Game Is Ded,97,6,4,10,60.0,1.9141845113508291,103.0
240,IRON,II,0wdU-INgKMhShFFw7w2qgtwOPKjDXZ2rP7qaFQf9h-63U7JE,ChromeWolf21,0,0,12,12,0.0,1.5790952890792291,38.0
241,IRON,II,tjqx0nmrJLC13jWWzS5bYGzYAt4CeErA43g9-XCxCvvNs8F-,lron4GateKeeper,84,6,4,10,60.0,1.3557392466465377,11.0
242,IRON,II,x8dOdXiTGEor-2-6AkhyefFniVWk40GBdVP1P8WzFzvxnYsY,JellyBellyFloppy,34,5,6,11,45.45454545454545,1.9638439710534534,99.0
243,IRON,II,nepxG5diJbLZ24rhlsQvrQlNJvoquCU1tKMzSGlBG1aVXQf0,Bes7watchout,0,4,8,12,33.33333333333333,3.3724865003857034,119.0
244,IRON,II,eKNhLlRb6deT4kbCkBSL7PMI2tSAKAi1i5Sdau2s3Qgv6vwL,Big0Boom,64,19,22,41,46.34146341463415,2.3350807558850697,32.0
245,IRON,II,iRYcPJ62FmNj7ruGkv0YFFdqo3uPfs9_e28RNaxzJ-xPYApa,chosengirlz,22,22,39,61,36.0655737704918,1.2561739953787776,22.0
246,IRON,II,PIHox-bKhFj4612RSnrGBQHzXRgp629Jgt1jiJTWOX-uzAJv,wookiee8cookie,24,5,6,11,45.45454545454545,1.4848856649768094,55.0
247,IRON,II,1ZmoeCYy-y-aR7fHvHOky_UVqIz_Tqi6oXbtaSpv2r9v7CYB,frnkieshxts,53,18,26,44,40.909090909090914,1.148348743342747,63.0
248,IRON,II,g5qetpJTJs2OQenAsaNGoQzmdVsQ6RJ-f9ovQocUaZz3NY23,Akhil O Neal,76,6,6,12,50.0,3.6245663828445287,21.0
249,IRON,II,_96gDXEYtCvT9RNxeyjBa-gsKTAv5PurcmfSW3SPfa6XRZm9,iYagaYeet,20,2,17,19,10.526315789473683,1.1622843435741304,56.0
250,IRON,II,ZxFxA9NPX9g1g6-dIEPexIcu_8m9V1VC4DKJO0xLrqWQFsSC,SDInfidel,23,3,7,10,30.0,1.735491574897174,31.0
251,IRON,II,rhHeczacb7mg_K2UhESM0N2DATbfbElPhOn-uD-8vViZVj0M,Dugmeister,53,1,10,11,9.090909090909092,10.74787693164416,498.0
252,IRON,II,aKyPLA6kuGt2Mmr9b9KuX1up36OBBbrr5bQKxXpNdJf4UZDy,BananaDerp175,43,8,12,20,40.0,2.218417945690673,24.0
253,IRON,II,Wh-RzN0t999rkmmazRkRboCeHdFiLlrNXc_VPYUQebTn4ht2,BeatDwnBoulevard,48,13,28,41,31.70731707317073,2.4493620601018833,103.0
254,IRON,II,zF27bZIz6Eq1_LuDwQzLs0d923HgfsTMSSTz0TTcs-YraqfO,RitzGritz,100,11,18,29,37.93103448275862,1.2136702083159039,3.0
255,IRON,II,tX7dYEXU1nCHdgXKaCW1Ens2ywVQTKyPI-kRkMn-g42Tjy4M,The Bombastus,49,73,77,150,48.66666666666667,2.190540087219054,119.0
256,IRON,II,8pkIDwRdKPJ9AH1-asft0NX8UF_wF3RzOm4ajq_kErQTHcvX,Comfortt,57,2,14,16,12.5,2.969716688357193,11.0
257,IRON,II,JClMAve1zBTDmNtvgmOtau4EPJ2z3Z7MtQxpHBQcdldEZHO6,BentAlpha,32,8,2,10,80.0,1.2045273173726212,157.0
258,IRON,II,T03Ww_lRlbY6VOrGo-07ANKF2epDO-Y4ptbHtkBojQ8-JtVw,DeKaLtv,47,1,10,11,9.090909090909092,1.6452580570725328,50.0
259,IRON,II,IVxJ-KKgqeXHAaW9HibxMJOmZNRgAnskqBt26Y0UPZauYD-T,Stacked4Sure,0,4,13,17,23.52941176470588,2.101442253941043,203.0
260,IRON,II,jNH_w35O3ioVobedEGpCqsXgqN7hG0eWbnJHgrBq75w75y40,mes13,43,12,15,27,44.44444444444444,1.4303411596834867,122.0
261,IRON,II,HcZ7oBdmHqFwkQJi246sGkcBOM_AJfFko1nOwkoxIpkTiF8p,TopSolo Qiu,49,8,3,11,72.72727272727273,1.317189145127874,516.0
262,IRON,II,yVScJjJ-YX-te5G6aliG9XvOQE1wo7dso6lDgl-HcmL4Rwaj,Xryption,79,63,88,151,41.72185430463576,2.2482895108849306,111.0
263,IRON,II,JzzoiJGjz-iC3LxFth0H3jMhJNetNhy4Zjtqv0f888CXKMl8,DragonSkull2,28,14,36,50,28.000000000000004,1.4471438295198702,11.0
264,IRON,II,HuRI4k_hHvg4Ln7kqR-Zwe8zmgvRi6VPKUxXsm15zwPC7AiE,hamzadaaboul,29,9,7,16,56.25,1.1922896831590448,157.0
265,IRON,II,fR4h0J_BklWiK5znOl2YxIFrcSaK63FOJ2Z_jC6TvxfH2NRP,FrankyBoy7,36,120,118,238,50.42016806722689,1.493596111309784,99.0
266,IRON,II,GANEuZsH5amQ-cJktk6mknKfaqQANRLgIHJcD5rne24R_Qk7,blacktinoo,93,12,4,16,75.0,1.0573398215733982,518.0
267,IRON,II,m5ow9Lk5_QQ4xyQgq1GAyLqBbrmZhk5paeRzv04o-ODp8jwR,AverageStranger,74,13,16,29,44.827586206896555,11.83833427417604,110.0
268,IRON,II,ePlRoMLMTYXq34AmbyvCKZ-P6w8wMEdt2qKUqA2pRjwVP8Hm,Mekon86,85,24,26,50,48.0,2.143684545579369,24.0
269,IRON,II,gzYZ4f6EMoYLyegr9mfVzN81bgVGJ8KcDB8I4lPGFJ6-AKuu,Taberuski,67,8,15,23,34.78260869565217,1.3913557734956385,23.0
270,IRON,II,eWgvyrAl5TetfIErXjb1n_te45bPWeKm_XctA-zQSE5qJ6Mp,blakebortles,0,27,46,73,36.986301369863014,1.086768073274452,31.0
271,IRON,II,cFTK7zjdgxxwDifuYRhTEuIL5hFizEe0kjXncUfMhWDz1OP8,mashted potatos,56,13,17,30,43.333333333333336,1.0117168429617576,6.0
272,IRON,II,ZGDG8xTDDFz82ajP_uOQs3y5U6VEUy7GK7JN5Bx_bYW1x4sJ,SSSeeeL,17,2,8,10,20.0,1.2349847412505681,45.0
273,IRON,II,4zxmHUvuVf45TJ6rPBILdNaeNEsAFXH7qdSdIfJ7hg84NFnC,SamShish,72,7,6,13,53.84615384615385,1.4865494951329912,21.0
274,IRON,II,uHcFD5skC3IDWZFyHaGzcqao0PKI8rbc5Tlyz-jmWcX9sGm1,punkG8,44,9,19,28,32.142857142857146,3.5699316260063925,99.0
275,IRON,II,_IrDvC4dJQ0pNESY2O1fTHWXrsAjGfEZwcGN3oXXQamB-kDZ,Luc1ferM,19,11,17,28,39.285714285714285,1.7359829527682202,157.0
276,IRON,II,bI3dHKiDEGwlmGeru7F9tEynPkqMCHdJNuX5qzWjuSq53FVz,Achildsama,80,72,66,138,52.17391304347826,1.4637101287073306,3.0
277,IRON,II,nbGg5gFUQPk_p_3yrtZOnEJfLb4AS_lmaz7gdoVi_exlADk9,lemon tree 12138,3,20,19,39,51.28205128205128,1.484939677375627,157.0
278,IRON,II,lqiIGZ7VoYTzF8cu8ED9Dli1t33nArQcKm_2FrMxXKNImo_w,RustyJuul,2,4,7,11,36.36363636363637,1.2503876293844027,45.0
279,IRON,II,wY5fOI4S72kGLYkdS5rForLMvFKqwC8Od50bDL7mi4vwMNHD,MI113RTIM3,0,9,12,21,42.857142857142854,1.0030485445907678,21.0
280,IRON,II,NcX1iLVWXPYC6wRc6dFkNOCYFx7y0ye_biuwg3UNrvzXg007,JawlessFUNGUS,16,15,31,46,32.608695652173914,1.0345975134999372,157.0
281,IRON,II,bv29v0l6zGNaDzkMYQ9ie5byyTITbwdQ9XioOK9KHMj1KIRI,spaghetti cowboy,77,8,7,15,53.333333333333336,1.0344388067750079,91.0
282,IRON,II,1sGJuJKu3s8IrO4Zo6dYfZ0McdxWXH-Ym3zRDSMlURV3r9oV,Gje11,0,22,38,60,36.666666666666664,12.664710707300145,51.0
283,IRON,II,oRLUWqQjtE9MSmG2Motth_eMTuPD2hYikXfJ9rcmqiq2oq0w,XDK1LLZ0N3,95,2,9,11,18.181818181818183,3.726822119736218,19.0
284,IRON,II,ZPuDF7N49vgUhmhd77AlzlN9G2buuhgZeptmbDSo4zyezrYU,Vischu5921,0,2,10,12,16.666666666666664,1.1363845023870731,78.0
285,IRON,II,v5wWwrg9pQAcuBlw4i9bfPx0hBiFAcTlyDltwLPJSdKHDI5U,razz3804,9,16,23,39,41.02564102564102,1.0371465935982065,19.0
286,IRON,II,qVgTVDSzwi1revua9VtpYBQgO5X7a6Av9S-vWtfB4JZsQkgM,Sora Kasai,100,93,76,169,55.02958579881657,1.4031535426262753,99.0
287,IRON,II,TwMWyRgZc2i82UPdqweRZ0qtCkAaJcLS1nkq4w6mP1WAHm1k,Paarthursnaxx,62,7,9,16,43.75,1.8383473856262036,518.0
288,IRON,II,GRPKWdfuiXP6YbgjI-Pa1YdjBw2bzjLt1nU90bqlAaR6d9gp,Dmedds,72,5,19,24,20.833333333333336,1.6523680649526387,64.0
289,IRON,II,w9ZmQcDjPjHoX0QeYFhrIF9G06g5Ks9ON5Uy-tRaQ-76_MwQ,ChopChop71,62,4,9,13,30.76923076923077,1.0213530149161232,84.0
290,IRON,II,eSwhr3uxv1domyYFs88vyGU0BFRBCXwxpHMiAKUIcTRqDpd3,JBV9,51,16,22,38,42.10526315789473,1.1152575496719557,76.0
291,IRON,II,81ZjEA8a459wutmqv0Ld95_02FF7F90iUxQFbsWfWsJ1_Nta,PompUPtheVOlume,11,8,15,23,34.78260869565217,1.2322770578140718,6.0
292,IRON,II,qmCdD7jjbQtqz9RLvmZXSF1dc0FsReKgswn7o39sAfOhRsnb,TheWrathOfRhino,67,6,13,19,31.57894736842105,3.427742287316921,420.0
293,IRON,II,GUB1mx5hrgRsWAXnrGHFN_EhQqTx08lmhd_GdvQT09V43zSV,HogFireGaming,12,17,29,46,36.95652173913043,5.016382656753734,24.0
294,IRON,II,qwdWGKb5xTyhPI3uoy6KXT23plQN-kKK1RDgCe_7njTNvA0Y,idhaLoLAccount,0,5,11,16,31.25,1.8214569326062788,99.0
295,IRON,II,nchxcLqjwJNSrL-azCdENBaajOx64xmnFmywSvR-FpP_8lBC,LinY LinY,46,5,5,10,50.0,1.3762035881035044,54.0
296,IRON,II,9cxZqM7297M-HZQqHoFmEytnfvdbatgRT0p6K-2IjArLKQ65,Pothead Nate,7,7,7,14,50.0,1.0451842578827948,24.0
297,IRON,II,-zJZehkmuaaB52NUBle9aAnTCCMZOXgFCxG3ZLCRbxZmPQZR,ZodiaxIz,60,3,7,10,30.0,1.384846093133386,24.0
298,IRON,II,IpYIgjpiGJo6IsX_suvcF4VzkKTEsUXiQLeZVxprCvCt5vwB,mayozoz,39,3,9,12,25.0,1.769609558566215,497.0
299,IRON,II,qmV_JFfh2gerMXXgVRRU4xpvaBGvkC2TcKUJSS3UBfGZPUrp,zigga8000,55,20,27,47,42.5531914893617,47.240414217744195,143.0
300,IRON,II,7tsu9pQs18HJkFLQ4rmJIT-bFVVskNVbk5DUM5HC98wsMLwl,L0K0Loki,98,7,6,13,53.84615384615385,1.1482934089583459,122.0
301,IRON,II,3qPp9c1v2P6WP-amYfqlQuI-4vPXyzzIfQggCUIZNbDgQJDi,lilmadd,100,12,15,27,44.44444444444444,1.4908409397446756,99.0
302,IRON,II,k6oDbPTjS9yHByB8cKo6Y0r_l9qrKEWLArvQ-pHqhvVicm6j,princessmononoki,63,2,12,14,14.285714285714285,1.4353049407435468,99.0
303,IRON,II,uAre11w3DE0AJ-U6h0ZO4HjfV_aATplu1R7DL_FlkarbZQ1Q,ZEkillu,43,70,73,143,48.95104895104895,1.1263499332188514,127.0
304,IRON,II,rYBgdeMpq8kAm5Qpq61AK5SCP11dLrrgFSY2RZySI26T9tfy,DecisiveTiger,0,22,35,57,38.59649122807017,2.406306198297566,19.0
