,Unnamed: 0,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,totalGames,winRate,masteryRatio,mostPlayedID,key,name
10,2247,SILVER,III,LnjjmjJVO4_0Iz887codKB0LcudwbLq2xwOwaXPCwYS6af0Y,Brehunosereies,5,73,79,152,48.026315789473685,16.915637173066226,19.0,19.0,Warwick
11,2874,GOLD,III,yZ7ZSNRdMjA7I6xnsFeDvsLVcUpTypjrRWpgS_rixjbRQHSL,Hsu Hao Vq,0,105,108,213,49.29577464788733,11.176142380060275,19.0,19.0,Warwick
12,3755,PLATINUM,III,z33aiNyf9goVyieXxUHwxlVu9kwsqKpt_s1OneuEh6P57jA9,Rexboy,39,58,74,132,43.93939393939394,7.232056357266622,19.0,19.0,Warwick
13,37,IRON,I,0LIs4SZpK3sbgYaN8-Wixff-GJjCxH_CU6Km47j8Nus5Z90E,Icedragon2757,100,7,15,22,31.818181818181817,5.640502845706422,498.0,498.0,Xayah
14,251,IRON,II,rhHeczacb7mg_K2UhESM0N2DATbfbElPhOn-uD-8vViZVj0M,Dugmeister,53,1,10,11,9.090909090909092,10.74787693164416,498.0,498.0,Xayah
15,59,IRON,I,Fy88ljxRwDeK7_Bu1bNcCKoBop8WZE-ktHYQf1k7aB_nd6dt,Frosst10,59,5,13,18,27.77777777777778,17.012018234562785,18.0,18.0,Tristana
16,1381,BRONZE,III,52EgGNToYupGQjK5qS6Hcoyct6b6j3PrrfjUV2bS1vys_srW,haddeees,43,44,44,88,50.0,7.777681129758494,18.0,18.0,Tristana
17,65,IRON,I,REAGTrNjXsGAg5pBFrOranVoVcWYOOF8ygGNLI_086vX6CPQ,XZephyrXx,63,3,7,10,30.0,12.911448853294505,28.0,28.0,Evelynn
18,1838,SILVER,I,q0xm1SD5smFzQgmunZdBc1kXiwv_FpNMbcX5P0K84C3sBXMI,keveIynn,18,44,38,82,53.65853658536586,6.371801790582148,28.0,28.0,Evelynn
19,2592,GOLD,I,E0HnB-kqENM0uLdEBA22xPV1YKYIfcwsCCgMxComu4isNafG,Girthy Forearm,0,59,62,121,48.760330578512395,15.792739469270987,28.0,28.0,Evelynn
20,3639,PLATINUM,II,LoWydTcm29M4BL7ullaGtF0Cnxe28Sz4YgHM3G1WbpHigxB6,Eve,42,63,58,121,52.066115702479344,7.64460889078863,28.0,28.0,Evelynn
21,3749,PLATINUM,III,4HsI0eyT5ZoE54sr1Y0I7F4cXkxJb1PNqYlEUOUbEXaJR8c3,ElevatedPotat0,100,76,62,138,55.072463768115945,5.532317448989521,28.0,28.0,Evelynn
22,80,IRON,I,4UKiiNUym40Yn8dxZzDdw5Dc86pUxL3kgJUw6pDMFG5oiMY9,AlredaNaruto1,8,4,6,10,40.0,10.277531050056458,91.0,91.0,Talon
23,312,IRON,II,P7SRSzszgcRaZG2HYJBcsJDEebeksjiLFVFsGmAHlFAcx9oG,tacticalwhiff,0,28,30,58,48.275862068965516,12.135693402821914,91.0,91.0,Talon
24,924,BRONZE,I,5s5kpbvuwAeixJWnQkfrDcE9-XkRPDPZI-3-jeTMcvEfbG-P,1XxProNoobxX1,93,34,11,45,75.55555555555556,5.789413316510867,91.0,91.0,Talon
25,1049,BRONZE,II,lR-oH74gPqPBeVgXa58yEKkLIxuQIxllzEztr2m_58ZZgw8t,ReizeiMako,0,15,21,36,41.66666666666667,6.895141955835962,91.0,91.0,Talon
26,1578,BRONZE,IV,Hyug6y1tG3xGzzPZh3mNJ_o22kWWpZZs6ymEYUTTnwxyAc0Q,FlickkeR,90,60,58,118,50.847457627118644,5.450356472795497,91.0,91.0,Talon
27,1645,SILVER,I,RlGFW3h_8NY9syif4WgRQWoxy0IuDm8XprARDJD0nCzMeaqP,JobRim420,12,24,25,49,48.97959183673469,7.278213885207462,91.0,91.0,Talon
28,3309,PLATINUM,I,Vy1Ou6gKWTyFJe5XtLfVOSywMzbkKQDmJ4gXsp5X4W2SAKCq,Yiyayiyayou,42,24,29,53,45.28301886792453,12.85371453802848,91.0,91.0,Talon
29,3627,PLATINUM,II,x2IJImbgzNDRauUFy5dMTFkzbmZVZh5IMDxXmqBG-SQb_6kM,KrisBy93,28,32,24,56,57.14285714285714,14.420830401125967,91.0,91.0,Talon
30,4101,DIAMOND,I,aT0-OMOuzY4iK19BS5cASC9bCYj2yCWph6Ehw1FcXaCWLhCH,HlDE,0,116,122,238,48.739495798319325,7.3937755967974015,91.0,91.0,Talon
31,4345,DIAMOND,III,6imqT89l4KwFrhy_Pza5dFf_KyfBDVJj3r_gGbcoTDpSlsoG,talon or bye XD,84,101,93,194,52.0618556701031,28.24323047858942,91.0,91.0,Talon
32,131,IRON,I,Czj7cPXAacNgebzsDLp8_epB7EbyqzR7Bvdq4jXuPcwXKB13,FlaminRubberMain,52,3,9,12,25.0,6.383546276098473,22.0,22.0,Ashe
33,492,IRON,III,IXMznmX2htyLBIyYlDwyPTFIyntGpVlKiT8dHjM053ftLpUw,Shiremonk,49,1,10,11,9.090909090909092,9.858263198163732,22.0,22.0,Ashe
34,1661,SILVER,I,IggtHuZRGSni8UlFMFQ_vrTtS5yiA1B-zu3yvIx_X0YozsMb,Faulguitarist,63,11,10,21,52.38095238095239,18.199500416319736,22.0,22.0,Ashe
35,3743,PLATINUM,III,vkFdjj0NBkAu-YX41qmc5OxgZzdqey2KNQRNAXA5POc7-SwZ,autumnCats,100,125,125,250,50.0,7.111033824873803,22.0,22.0,Ashe
36,3967,PLATINUM,IV,LGRiUgPPdKCftRP0qoQzOg93cDwzsG51AkHjnORI5BEOLBej,flyingbang,100,13,10,23,56.52173913043478,19.746541040658688,22.0,22.0,Ashe
37,172,IRON,I,SD6nuOJJ8hGXm-Yj50tGi-xBJuZblFUE1E5dAdC37DU38gNp,KNordi24,71,4,9,13,30.76923076923077,11.066710268149116,24.0,24.0,Jax
38,293,IRON,II,GUB1mx5hrgRsWAXnrGHFN_EhQqTx08lmhd_GdvQT09V43zSV,HogFireGaming,12,17,29,46,36.95652173913043,5.016382656753733,24.0,24.0,Jax
39,1431,BRONZE,III,tndxUc-7xKDqs8qNFYaovHvyovIF2Y-N-LTx-OL3-07yngcu,hubit jacokov,33,14,8,22,63.63636363636363,6.720808768250703,24.0,24.0,Jax
40,2698,GOLD,II,8qrvozQPmN2damy4SebT-Qv-ppmwPY7QTfXRglcHEVmm-mdE,TheKillerKetchup,55,42,44,86,48.837209302325576,5.224868518407423,24.0,24.0,Jax
41,3970,PLATINUM,IV,wu542OqFOyhL8Hc0NnGuW5DSAXfB3aulaBjWjdj8AzS7IxUH,YTTAO,50,119,118,237,50.210970464135016,7.507511049841536,24.0,24.0,Jax
42,174,IRON,I,GxjxjSVYEdM9871gwaOaBltsh0ePbXEh3XmFV97MjlS2HMsK,Bladeyyy2002,46,3,8,11,27.27272727272727,5.168800931315484,86.0,86.0,Garen
43,309,IRON,II,V8CdqO8SDLmL8I_4EMNmAsMLDQVbvjXLHxGwcCBBK4HSjHOo,Balboray,0,46,36,82,56.09756097560976,12.678780138550255,86.0,86.0,Garen
44,471,IRON,III,tH5mNwJMSn_B2W9c0z8IFyrx7Zr3Ovap8kV8Hqn24F2Dvcnq,Savagentle,2,54,45,99,54.54545454545454,10.61638453175959,86.0,86.0,Garen
45,548,IRON,III,d7F5o_DmuzkduCyTYlNqxHXGZrn-j9faHGJa_ttWUmm7jmT5,Godcomplex7,91,64,70,134,47.76119402985074,19.649725725538,86.0,86.0,Garen
46,555,IRON,III,HtVODU9oL84sa1InFqnW_MZScBOt6pfyuScJee84Tog7d0ac,Ripdaman,6,2,9,11,18.181818181818183,6.425896847445344,86.0,86.0,Garen
47,1354,BRONZE,III,wnfy9kglM9xV1bNrSIWSTqg9WqIRVxRZPhAErDIWZcn5sfS6,DongwonTuna2,63,4,9,13,30.76923076923077,6.4853914732103455,86.0,86.0,Garen
48,1383,BRONZE,III,6SBfu9fougndK8qyM9k74JJDUt6rIR7oj8cfWSQqbe84jUDq,Play4keepz,64,111,102,213,52.112676056338024,15.85884630274874,86.0,86.0,Garen
49,1417,BRONZE,III,Xc00kpsEJPB0tgnHdiZ7sk5ZrF4P5-We7PQFCtLDcTjrf0ss,Cosisgaming,82,29,44,73,39.726027397260275,9.899418864550736,86.0,86.0,Garen
50,187,IRON,I,n2T4hkQDcuJjUihTGuEQXUKfD3cooHdCtaO_b_oKJwB-Zesv,jjjjjkkk1121,100,3,8,11,27.27272727272727,5.984131736526946,101.0,101.0,Xerath
51,2140,SILVER,III,NryiwM8J7L-Xg_1h2GXItuhNsSfXsya6Rp_0EnVuoF8uBpZP,Terrificable,20,18,19,37,48.64864864864865,10.423555947827793,101.0,101.0,Xerath
52,3541,PLATINUM,II,xmSSwe1ianOpjW6vJKimc5cGmvIBy5vgvGiMJkDA6KagGEpJ,13th Rooks,90,31,24,55,56.36363636363636,6.901132180962588,101.0,101.0,Xerath
53,193,IRON,I,fs66929663ubYg6HgLvwCdF9B3ucNeIXE6QfPpdDV1uBTuPt,SnowRain,12,5,19,24,20.833333333333336,6.5780005897965195,16.0,16.0,Soraka
54,697,IRON,IV,zEFeQ4GeDfrhFdoFa4MnRcOMeIW1HOkX94YIZQhu5kDRMUOw,Healing420oracle,57,35,51,86,40.69767441860465,69.34875749785776,16.0,16.0,Soraka
55,3082,GOLD,IV,saFVDSqC5jVmoFpurVnKJKpJG73YcrZgjAF7nYcy9-pan9L7,SK Royale,0,37,48,85,43.529411764705884,9.109284730798166,16.0,16.0,Soraka
56,3397,PLATINUM,I,oXDLV5ypOUqC3YSZl3wXpoCUbilGpVidEV5oS6q5Fv7yEyL6,Ajax Boy,5,17,15,32,53.125,5.098498603351955,16.0,16.0,Soraka
57,3437,PLATINUM,I,Fel-gPjdEDQBMCw6HSb1m7zt1f1rbTaVJunu52BvNu1wZDeq,Banana Bop,19,90,90,180,50.0,5.541682208701501,16.0,16.0,Soraka
58,220,IRON,II,nu_WCY-n1CoyUnlteccTgE7jKA_XYJplbiwHCNka3cpT_rKb,luciddreamwalker,15,11,17,28,39.285714285714285,13.848965685081527,11.0,11.0,Master Yi
59,404,IRON,II,aEvePvn-Ei5oWBQvkaAKO1qYf_czaNVEFp07IOBxl0V9n_VI,L1ghtst3p,18,43,59,102,42.15686274509804,5.749759056635864,11.0,11.0,Master Yi
60,473,IRON,III,Sj3b6zCkuebD0beyKC-s82nPh-3aqM35iuLBkIl7CTpBqbq9,jimmythehippy,48,3,16,19,15.789473684210526,5.567503047541651,11.0,11.0,Master Yi
61,513,IRON,III,covSEbFHReO0Vib66OMhC9uJ_Mf6F-24lITNdSn6CFLRhzg0,mezsaglei,0,12,15,27,44.44444444444444,19.363488284676105,11.0,11.0,Master Yi
62,719,IRON,IV,c7HMkcm1zNPynNTWIM5l17CUT-O0MYa2SJzLw-7467UwfZOG,KentaBlade,26,3,18,21,14.285714285714285,5.012402829941481,11.0,11.0,Master Yi
63,721,IRON,IV,EReQhqawCp8jQySZeemEjcoS-xWLY_b_Tz40HpUWga1IMPAr,dudezz,11,60,81,141,42.5531914893617,7.682743239475885,11.0,11.0,Master Yi
64,776,IRON,IV,8hOHa4-Bw_tjQNMRLRwknGmgq8v9jKU5GQ0sG1GmKn-koPfx,VermilionWolf98,64,42,75,117,35.8974358974359,5.929139840844563,11.0,11.0,Master Yi
65,1492,BRONZE,IV,a6-ejP-YTKCZw9PYYSfe_JGz9sjdbs7gS29mA9CL1BgBipOd,KoreanKimchi365,53,4,8,12,33.33333333333333,6.400988533017002,11.0,11.0,Master Yi
66,1633,BRONZE,IV,y5ZF27aCGxAt0zC2XqhL7llX6OWvyw7Y_bW9IbfYiQngtnJs,tankedtaint,2,68,60,128,53.125,9.817004572862286,11.0,11.0,Master Yi
67,2209,SILVER,III,PiVcbVIBTWcVxnN-hXQ3TbCLVfIQUj6VTJYTAbCi0FshunTe,PARCIVALL29,49,91,92,183,49.72677595628415,6.518063108309376,11.0,11.0,Master Yi
68,2956,GOLD,III,H6xgdwKA6gPu2dHq6K1VCEPrigJ922eDnDOnuyUyYxq3QrvC,Thay Giao Long,38,22,17,39,56.41025641025641,6.203247261345853,11.0,11.0,Master Yi
69,3956,PLATINUM,IV,EjIzQ-U761Svvb1qxG3pfDQdXJhakbsdALKmY9elWPzAqvh3,Died In Alpha,83,17,18,35,48.57142857142857,5.729174229459455,11.0,11.0,Master Yi
70,4075,PLATINUM,IV,0WbYG2xA0T9k-C45bX_FyVygZmn5U04x0kX90d6a8aLjLNRp,WHEREMAMONEY,0,196,194,390,50.256410256410255,6.571350813641398,11.0,11.0,Master Yi
71,4418,DIAMOND,IV,hWVtb6Bt4b7DRRrDzrLD4m_zdmEi2iBL527X_36jF3SUoFmS,Yigirl,66,32,30,62,51.61290322580645,7.255110855168443,11.0,11.0,Master Yi
72,4454,DIAMOND,IV,yxNYyfr5feT3PmF70OD9i766HYq-YsJFdZYF1ddGd2w4j9BL,Call Me Dumbass,64,140,92,232,60.3448275862069,5.932341674543554,11.0,11.0,Master Yi
73,267,IRON,II,m5ow9Lk5_QQ4xyQgq1GAyLqBbrmZhk5paeRzv04o-ODp8jwR,AverageStranger,74,13,16,29,44.827586206896555,11.83833427417604,110.0,110.0,Varus
74,282,IRON,II,1sGJuJKu3s8IrO4Zo6dYfZ0McdxWXH-Ym3zRDSMlURV3r9oV,Gje11,0,22,38,60,36.666666666666664,12.664710707300145,51.0,51.0,Caitlyn
75,3516,PLATINUM,II,S-m3xZrW2EjnqgqQfe0F6oJ2vCh4vMu-qqJ7wKneJ0_0w24p,Espiritu,100,48,7,55,87.27272727272727,6.599084668192218,51.0,51.0,Caitlyn
76,299,IRON,II,qmV_JFfh2gerMXXgVRRU4xpvaBGvkC2TcKUJSS3UBfGZPUrp,zigga8000,55,20,27,47,42.5531914893617,47.24041421774421,143.0,143.0,Zyra
77,2395,SILVER,IV,hu-Hb9fQu04D7DVHiAkbM_Xub27qtx4YiQ_T6nvBJSlUtNWN,isunmoongical,0,35,25,60,58.333333333333336,5.541276669961048,143.0,143.0,Zyra
78,2469,GOLD,I,BqH2jxmS7lCpxlWo-pWapHum0YBKrU8sm8t96PbcC3Vpq2KQ,Intox ZyRa,58,16,28,44,36.36363636363637,5.909873211466979,143.0,143.0,Zyra
79,2740,GOLD,II,PbcU52vMX1dMo40SOQmnql-CifQkgraWslNqSrUb44pDkqg-,Banani Jr,10,15,16,31,48.38709677419355,7.922024714200753,143.0,143.0,Zyra
80,2750,GOLD,II,bZRiDChe8XmWScHvYLzXF8zjx8cOFNRrHUpR20kciuoOQFCq,Hey I Killed You,100,108,93,201,53.73134328358209,11.063223886940815,143.0,143.0,Zyra
81,3457,PLATINUM,I,-1De9fYSo0ySPrHiqEfTky0-IGmNhHOmSmZkdBwsyddIUYOG,Jax E vs Kobe,8,31,37,68,45.588235294117645,13.878749907864671,143.0,143.0,Zyra
82,314,IRON,II,G76Yodpyrb4HgFt_D89jE2tSQywzDNtrE9zhvhHSXmUxltTw,Ptchr33,79,53,44,97,54.63917525773196,8.695955331608335,3.0,3.0,Galio
83,329,IRON,II,XIrcbYg9nRzEqv5sb2P30yrXBSX-X2qLdBpwO0SuWwFnoJDO,Septic NaCl,97,7,7,14,50.0,7.10043431053203,63.0,63.0,Brand
84,2449,SILVER,IV,o5lel0kqwJAk5IcnI5FWDjVYMW3clpXwyCn-_0_xWj9MKRPU,Let me Brand ya,51,3,7,10,30.0,9.397665309884033,63.0,63.0,Brand
85,339,IRON,II,PmO_VCQy_CArqDLbDbzaAx9qxo7Tb1xuVDwbJ4c6uM0dGa-Q,DarkShadow1230,17,5,14,19,26.31578947368421,7.52915482580781,157.0,157.0,Yasuo
86,590,IRON,III,kT9uapnFDA-O4nxlaODier3lRwpafoFElIppYaMGLT3hfeio,LiL Nikki,71,6,8,14,42.857142857142854,5.312479575905014,157.0,157.0,Yasuo
87,833,BRONZE,I,GLJyPvlWdrPIJRb23gPR7fJ-akt9CbMUgmzZ4pkIR3FB9IKU,Netinho Psy,0,87,72,159,54.71698113207547,5.10791169614699,157.0,157.0,Yasuo
88,855,BRONZE,I,BMpUcNG1nudY3O9WoBgf0WAqCE6lytvPfPyw-u9uw25oHL-S,PlsYas,37,11,17,28,39.285714285714285,7.6866438356164375,157.0,157.0,Yasuo
89,863,BRONZE,I,l6M4-6cr9XgSvjT9YdSHXZ3luIZWwJsgonQjN-OnVztsDT4p,Jerrytomer2,61,25,16,41,60.97560975609756,10.307230589673763,157.0,157.0,Yasuo
90,1547,BRONZE,IV,YryA-XyeKL0WJJ-QYJaOQ9yTnlguqejq5GwJhl3K0Ev4TuPc,Eman3209,56,6,9,15,40.0,6.058352668213457,157.0,157.0,Yasuo
91,1575,BRONZE,IV,-D1cXENBcWC4X3XFczgkzIj4KYf5a4eOsIzJKsW_stvkR19m,FeatureJay,66,28,36,64,43.75,8.220544494570706,157.0,157.0,Yasuo
92,1819,SILVER,I,pt5ParSX-fb5ISqG97sf1VHrUtaDjR_-6wc6zQ_VcZA2W9rs,Executioner Jg,100,9,3,12,75.0,5.36821836362408,157.0,157.0,Yasuo
93,2110,SILVER,III,b880UNVDQMnzU-Dfo51W9dYAPAPY5ZY3s-d15a4Ic17weglO,TheOtherOneTrick,81,58,34,92,63.04347826086957,6.007696482312893,157.0,157.0,Yasuo
94,2615,GOLD,I,g89ATG6YzeY_7Zns2g8CPvYjF3ZrIJlNUy_FatCGID-Q4Un6,A 3 Tap,17,22,25,47,46.808510638297875,11.59921227760424,157.0,157.0,Yasuo
95,2743,GOLD,II,7XvXkWfbYySvPoN9xhBAiNw2R-pWRbKSrY2CC0tqUBOSnHdn,urgay asyasuo,33,65,63,128,50.78125,7.532268723790297,157.0,157.0,Yasuo
96,2986,GOLD,III,EXzTaU5zoCrIf_DgFmUWlR9At0ihGd6UCQSZaHVV-dQ0PA2P,TheGenesis,82,31,35,66,46.96969696969697,5.023961717139963,157.0,157.0,Yasuo
97,3609,PLATINUM,II,_rrkMzJciMCD1yOc96jatG1vrnK3Uoum2y7Vd7cosjobhj6B,LKMG,100,132,128,260,50.76923076923077,9.896165848422813,157.0,157.0,Yasuo
98,3621,PLATINUM,II,ugCeiuA5viBPlejwmzkCt41_yn8WM4QHgNzcFgwWVgthm8oQ,4fun hehe,53,12,3,15,80.0,5.012424075096631,157.0,157.0,Yasuo
99,4163,DIAMOND,I,dQFr55i8wt1R2ZhpzgeiOWgMUZbgJwsQOAWvNL0oE4GQeW1O,Yasen Sedlak,34,29,22,51,56.86274509803921,5.18374558303887,157.0,157.0,Yasuo
100,4306,DIAMOND,III,o8PWZ5Okp7XpsD6T1wm9AAAHBE70iCLRzfTvmB8WqIgn1mSH,TSM ßrokenßlade,0,66,47,113,58.4070796460177,9.11005007569582,157.0,157.0,Yasuo
101,352,IRON,II,hAZ9P8MryFMAuXPNnU9-IgKMYegcZagfDznkBrfLmnNHgwD1,kingboy192,75,15,22,37,40.54054054054054,5.855390523964416,420.0,420.0,Illaoi
102,3659,PLATINUM,II,Mng8_4zs9qWhyjP63Caa_1mXh1ta4zrt-wixwNc0olZF-sZV,ßlackfield ,0,69,37,106,65.09433962264151,10.939412117576484,420.0,420.0,Illaoi
103,4046,PLATINUM,IV,LLUgRwyyMD-u0v-Zi9bKHDIim3HxOqNzJgybjRV3wmiFmyl7,illaoioalli,95,47,36,83,56.62650602409639,11.184508670520229,420.0,420.0,Illaoi
104,376,IRON,II,bM4Oswz81BztLbgiY1ryzCYrqbTneJg1Cwwt6iu8cX4uhlDH,FrostyFleet,24,6,11,17,35.294117647058826,5.620264109416758,555.0,555.0,Pyke
105,1962,SILVER,II,UPd_riH-8hM8h-QK1Jq-ZdtFQzDY9Q1Yco7K2hDrkr3xPo2f,jellman2,40,76,70,146,52.054794520547944,5.1772985923929316,555.0,555.0,Pyke
106,2871,GOLD,III,hiNicIlkQkdqwbScxDBrXsNcY-EaXk6EN3RnqWQ0VHKypbad,ßåek,15,122,136,258,47.286821705426355,7.992756655828477,555.0,555.0,Pyke
107,4315,DIAMOND,III,APkgOHqfwGZjdtsW3cZuk60iweWyME3Qklcs5eN-LjgEXNEs,Pyke Mid,6,242,239,481,50.311850311850314,27.470536256696306,555.0,555.0,Pyke
108,384,IRON,II,bBLJK1ntPoIddMpsQDL6mxLvB0F9ehTyzHEZ9f0UUA1DNWsu,Mariiinka,5,4,7,11,36.36363636363637,5.664991209018513,37.0,37.0,Sona
109,1771,SILVER,I,d8BV_SssUqdYCyE6S9NQTQ0QrFqB8H_-5U530tvYyE--Kkic,kırmızı kart,26,9,13,22,40.909090909090914,8.869480721393035,37.0,37.0,Sona
110,1872,SILVER,II,nwDrLF0UtzkyNQY3qylTGqbBSWc2es8MOqQeihv76sGGtp-i,Bratty Pwincess,53,96,95,191,50.26178010471204,11.493476857314606,37.0,37.0,Sona
111,1909,SILVER,II,CCIs9y55JpD7VhVREsznY5OVBViAD-s8K0N7Mw04gV7gGrI2,anime dubbed,38,3,9,12,25.0,6.429802842732692,37.0,37.0,Sona
112,2439,SILVER,IV,JMCPszla-dd_AKZ4SBZEWk0Xuf7RtWscHAv3uZyBslk4A44S,WeyIand1,7,37,35,72,51.388888888888886,7.425508826082763,37.0,37.0,Sona
113,2866,GOLD,II,XvKAcvuYVTPhVlzQvJ5BXvchl7rWfswcjGOluG8mBxo3wbcK,Best Lulu Rwanda,47,31,24,55,56.36363636363636,5.292599823896482,37.0,37.0,Sona
114,2921,GOLD,III,z6tgkWHVMiEGFSYQzn5BuE6JlfYntmQq6d5jKKumJOUQmvAO,jiaojiejie,35,101,75,176,57.38636363636363,15.92691598037892,37.0,37.0,Sona
115,4280,DIAMOND,III,5NriCCRowxkJhkNNaqlyxe0NuMM3j3oqja5Jg76YNxutlkT5,xTc4,33,54,52,106,50.943396226415096,32.39028674761044,37.0,37.0,Sona
116,415,IRON,III,XIJxJ8UfZDkf6xfNc-lkuWkpxtPZBfg3pdRPdXVEVt_NQRXt,lukgowsi,49,9,11,20,45.0,5.678872468527642,92.0,92.0,Riven
117,2304,SILVER,IV,ab9OQr-PAT44QF0Y-mioHa4UNQxRN415hVo-eUI4MZGJg4Mr,ˆˇˇˆˆˇ,26,7,3,10,70.0,6.673161564709956,92.0,92.0,Riven
118,2464,GOLD,I,rmtZ42DoiBN9XIKxfb3Q_D9bOsEIIjsYbFIz1a5l7jkb8NV9,Stopher17,32,20,14,34,58.82352941176471,6.074070601472036,92.0,92.0,Riven
119,2793,GOLD,II,1nT_IPNBzys2j6gRpoe9aHe62GhW4B6kKs48MyERmo4-oPID,KDA Akali Pref,58,3,7,10,30.0,5.131837229819143,92.0,92.0,Riven
120,3372,PLATINUM,I,snRI0eoV4z2Zn2tBb3hYoUUo6fE-r8YTZQKrrPFgTCO0pLPb,Family Basket,0,5,7,12,41.66666666666667,5.676071622354857,92.0,92.0,Riven
121,3716,PLATINUM,III,N0dzTIIAP-W9X8nek3biwBi2gzSOKvvWx46JJrsDydkuRJ5g,PMA,0,33,32,65,50.76923076923077,5.446720030768491,92.0,92.0,Riven
122,3794,PLATINUM,III,8xJFeD5my4GfbQa4yzNQ6e8Bzz0B7otp_RF21fApasUZuA7U,Toxititty,58,49,49,98,50.0,9.580814225549837,92.0,92.0,Riven
123,3850,PLATINUM,III,--y2Lxl1B-r-H5rS1jlv4Xl7LmcqnGbfh5B11TiGj75AXo_y,KVAPAs,45,13,5,18,72.22222222222221,8.316021167985763,92.0,92.0,Riven
124,4039,PLATINUM,IV,WkvGetDQBo2-grmH0Io09itExBiCBGhwQwNYUfww4ITYUSGu,Rainee,19,255,256,511,49.902152641878665,6.717930856263273,92.0,92.0,Riven
125,4181,DIAMOND,II,SCLU907ktkrHZhUjHj27wJUeUyiZRJB_ED1zX1Z8GKc4n7Rb,FByA,40,94,106,200,47.0,7.07197461653542,92.0,92.0,Riven
126,4392,DIAMOND,IV,SKyb-nH97vsqEcmuB2Bv3DNzbF_CTCmZ5ln1ILOHB-hfV5lx,Rivne Player,0,99,70,169,58.57988165680473,6.216995599413256,92.0,92.0,Riven
127,422,IRON,III,iwtkbFSm2H_BsJZtPQ0FSmJIRE5r97MvEoh1gO9mi1VeBaay,Aeva98,73,6,7,13,46.15384615384615,5.149879465941402,21.0,21.0,Miss Fortune
128,656,IRON,IV,NcWO22G4VC770saK6YxI1BSCPc1AtHRayD91u80xWIPZ0u96,CarluMagnus,16,157,185,342,45.90643274853801,8.234892352023929,21.0,21.0,Miss Fortune
129,1453,BRONZE,IV,1ODnvEmrz_27yZOU2TQYZKPvAmu9XRZBgFkp0ZKFQXji_We1,UltimateKeeper37,0,21,53,74,28.37837837837838,5.615542509955253,21.0,21.0,Miss Fortune
130,1981,SILVER,II,-hP83_l8DphHICpovaM8yAVRe6nCLeZKzFTyD8TZG9_AFctS,Mass Fortune,72,43,46,89,48.31460674157304,10.062968847414677,21.0,21.0,Miss Fortune
131,2238,SILVER,III,hUG2OSq0wXS5vwu6-5KIUvSSJelW5BxBCaq4U3iPsds_VWmm,slimeslayer7,63,8,3,11,72.72727272727273,5.041730241074153,21.0,21.0,Miss Fortune
132,3079,GOLD,IV,_YYBysoNlIvyd2JDOa8blL5A-gf17yUbiCSDBmQFSyTbtGV7,paybackisthename,38,91,90,181,50.27624309392266,6.577392977392978,21.0,21.0,Miss Fortune
133,3903,PLATINUM,IV,KwrMCbsTsha1saE0485Rj9Tn4MhqpNVV_ItfTMj-EsJIL1G1,NingyiSu,0,235,213,448,52.45535714285714,6.062312584439978,21.0,21.0,Miss Fortune
134,433,IRON,III,Xmy0VzHU7Gk4o3xNhxj9ZhEulvb4LCwP2rBb5h-uem9qDZw5,Nospmiseiznekcam,30,59,74,133,44.3609022556391,13.792536303544473,36.0,36.0,Dr. Mundo
135,3028,GOLD,III,i4dE2nfJq9L-KNedh_hqDdUmtJgksa0U9WqaxoPC0u4eiXzi,mundo999,27,51,57,108,47.22222222222222,37.19793730630494,36.0,36.0,Dr. Mundo
136,443,IRON,III,2GMYF4yM7q-CUW_txNIxiXjVss5ZgJoWEs2qKPylfSl_cqw7,sidrax,67,3,15,18,16.666666666666664,6.368760648131365,45.0,45.0,Veigar
137,484,IRON,III,wVx4JhxTZZGfzc-cO9EyNFbQh4T6vZrwvYH9I7dYUrol8r7q,SmartPatch12,11,2,8,10,20.0,7.602303334262098,142.0,142.0,Zoe
138,1709,SILVER,I,TzQAY0MPWwRJEtptxcvNcl71x2rlrAuhzBF0ykW4kp_UIqo-,KaChopGG,0,62,62,124,50.0,8.815143467841182,142.0,142.0,Zoe
139,491,IRON,III,usaeOYO4HvT2NPh-D-MR1AY72BZJHpL5grTgQr6knNovdSj3,Koby Is Toxic,47,6,8,14,42.857142857142854,6.023854224185532,119.0,119.0,Draven
140,1139,BRONZE,II,kHFhwVa0kZSikdfHp1o35a2Kl-0mSJ7SHSVpqauAhX-RwYe1,SirTylerThe3rd,19,58,64,122,47.540983606557376,6.415292173651795,119.0,119.0,Draven
141,3323,PLATINUM,I,lTPGyrq9FGfOcJ7w9HP-Jt1gSoDeIvWFQFd0iC0zf9e9CSMz,TempName 123,31,91,80,171,53.216374269005854,25.689842027920648,119.0,119.0,Draven
142,3649,PLATINUM,II,eCouuaPbyWNzankdSOuMg6ndXe9gCCjzve1z5qpS7nG5pKkk,SFC NECKSLICER77,100,64,45,109,58.71559633027523,25.5386476505794,119.0,119.0,Draven
143,3842,PLATINUM,III,fasOjhZCUXA7xlCpigPdLAQbZYLIP_KXre0OMSyjiv53QS-Z,thiccco mode,7,7,3,10,70.0,6.679022830593995,119.0,119.0,Draven
144,3907,PLATINUM,IV,RT6nYf88KA5IBphV45I_SIT6PSCmnXtYyvBjqU3i-SojEQXq,BOOM,0,83,58,141,58.86524822695035,6.784406207237897,119.0,119.0,Draven
