,championId,championLevel,championPoints,lastPlayTime,championPointsSinceLastLevel,championPointsUntilNextLevel,chestGranted,tokensEarned,summonerId,tier
0,350,6,28449,1583473441000,6849,0,True,0,o--MKWT6r5tfkfQAgNi9_ho-PnJBC1_pwbWUczLdLUwcXvBb,IRON
1,17,5,24278,1580092801000,2678,0,False,0,o--MKWT6r5tfkfQAgNi9_ho-PnJBC1_pwbWUczLdLUwcXvBb,IRON
2,29,5,23407,1583353706000,1807,0,False,0,o--MKWT6r5tfkfQAgNi9_ho-PnJBC1_pwbWUczLdLUwcXvBb,IRON
3,86,6,177570,1583919197000,155970,0,True,3,Yo9WorMtx8wq0cY5jUa8VBS1J46p7UwCqI96c7kJwg4Q_KEj,IRON
4,106,5,45812,1584047801000,24212,0,True,1,Yo9WorMtx8wq0cY5jUa8VBS1J46p7UwCqI96c7kJwg4Q_KEj,IRON
5,16,4,13672,1583562461000,1072,7928,False,0,Yo9WorMtx8wq0cY5jUa8VBS1J46p7UwCqI96c7kJwg4Q_KEj,IRON
6,17,6,131249,1583442636000,109649,0,True,0,UfrJNduCZNKOIymSY7Jbo8Ei3sD-7K9A_R-Yd28V1VWFck6f,IRON
7,36,4,20214,1579119232000,7614,1386,False,0,UfrJNduCZNKOIymSY7Jbo8Ei3sD-7K9A_R-Yd28V1VWFck6f,IRON
8,4,3,8465,1581735583000,2465,4135,True,0,UfrJNduCZNKOIymSY7Jbo8Ei3sD-7K9A_R-Yd28V1VWFck6f,IRON
9,202,5,78108,1583795373000,56508,0,True,1,LAMumtzOQN8govxDJx8a19YpCpXe7TSNh6Ix2DbJ6C6C7K1n,IRON
10,21,5,46204,1582303523000,24604,0,True,1,LAMumtzOQN8govxDJx8a19YpCpXe7TSNh6Ix2DbJ6C6C7K1n,IRON
11,19,5,45969,1583731733000,24369,0,True,1,LAMumtzOQN8govxDJx8a19YpCpXe7TSNh6Ix2DbJ6C6C7K1n,IRON
12,245,5,37630,1583977031000,16030,0,True,0,KtG0jzCQYgPlUD0BArnlxfGVFAU2czVp-daLXWwXwJ1SHusl,IRON
13,99,3,10649,1583641669000,4649,1951,True,0,KtG0jzCQYgPlUD0BArnlxfGVFAU2czVp-daLXWwXwJ1SHusl,IRON
14,22,3,7760,1583718130000,1760,4840,False,0,KtG0jzCQYgPlUD0BArnlxfGVFAU2czVp-daLXWwXwJ1SHusl,IRON
15,40,6,43422,1579569573000,21822,0,True,1,oS67IUd4I9iQ7TlM7V2SP7pyu9mHL0F5PLYlwcKAzIyk1yPS,IRON
16,16,4,13381,1580882508000,781,8219,True,0,oS67IUd4I9iQ7TlM7V2SP7pyu9mHL0F5PLYlwcKAzIyk1yPS,IRON
17,117,3,11086,1579320746000,5086,1514,False,0,oS67IUd4I9iQ7TlM7V2SP7pyu9mHL0F5PLYlwcKAzIyk1yPS,IRON
18,11,5,26065,1581401053000,4465,0,True,2,NY7UNx7YNX9juCbkWGwc-Ynmm9CBrb7Wf9vvQPTGgc1YeCd0,IRON
19,91,4,17193,1567903357000,4593,4407,False,0,NY7UNx7YNX9juCbkWGwc-Ynmm9CBrb7Wf9vvQPTGgc1YeCd0,IRON
20,238,3,12450,1582493284000,6450,150,True,0,NY7UNx7YNX9juCbkWGwc-Ynmm9CBrb7Wf9vvQPTGgc1YeCd0,IRON
21,11,5,70200,1583638743000,48600,0,True,0,qQj6KZTqY9-2a07VsUdLau-vpcujnFhkHICf6OYMnQosvpCf,IRON
22,17,5,21768,1583374954000,168,0,False,0,qQj6KZTqY9-2a07VsUdLau-vpcujnFhkHICf6OYMnQosvpCf,IRON
23,157,4,16660,1573677475000,4060,4940,False,0,qQj6KZTqY9-2a07VsUdLau-vpcujnFhkHICf6OYMnQosvpCf,IRON
24,92,6,41438,1548903506000,19838,0,False,0,Qxte11p9EQMe5c1LrSkWGQ41xjvG7qu04YD5Vdj574BEP6D_,IRON
25,114,5,26117,1576377896000,4517,0,False,0,Qxte11p9EQMe5c1LrSkWGQ41xjvG7qu04YD5Vdj574BEP6D_,IRON
26,91,5,24869,1573137612000,3269,0,False,1,Qxte11p9EQMe5c1LrSkWGQ41xjvG7qu04YD5Vdj574BEP6D_,IRON
27,35,5,38839,1583705019000,17239,0,True,1,qyXzyiEoYR6FG6I_gqBVI-IkYtobTdTSFnn-uFZhdwPdmMuB,IRON
28,141,5,28933,1583919467000,7333,0,False,1,qyXzyiEoYR6FG6I_gqBVI-IkYtobTdTSFnn-uFZhdwPdmMuB,IRON
29,84,4,20532,1582273729000,7932,1068,False,0,qyXzyiEoYR6FG6I_gqBVI-IkYtobTdTSFnn-uFZhdwPdmMuB,IRON
30,82,4,19050,1583870894000,6450,2550,False,0,MMpTfSFb_d90PI_FPIuVbygfLmi4hpwapJKnQmvsJzY3T4Mw,IRON
31,141,4,17578,1583795042000,4978,4022,True,0,MMpTfSFb_d90PI_FPIuVbygfLmi4hpwapJKnQmvsJzY3T4Mw,IRON
32,523,4,16188,1582486746000,3588,5412,True,0,MMpTfSFb_d90PI_FPIuVbygfLmi4hpwapJKnQmvsJzY3T4Mw,IRON
33,37,6,75995,1581028383000,54395,0,True,1,eBiBRfG0sTcLPP6mVXNgTCr6ngxhZBWWWPRdormKrLVyHx7-,IRON
34,25,6,50733,1583897039000,29133,0,True,0,eBiBRfG0sTcLPP6mVXNgTCr6ngxhZBWWWPRdormKrLVyHx7-,IRON
35,106,5,40452,1581181143000,18852,0,True,1,eBiBRfG0sTcLPP6mVXNgTCr6ngxhZBWWWPRdormKrLVyHx7-,IRON
36,39,4,19806,1582696002000,7206,1794,True,0,tRpNryn6N7A8TcyFbk-cyQJplC8T2F8FiKx4Ai1BgviQV0aV,IRON
37,119,3,12355,1582687399000,6355,245,False,0,tRpNryn6N7A8TcyFbk-cyQJplC8T2F8FiKx4Ai1BgviQV0aV,IRON
38,74,3,6441,1581275113000,441,6159,True,0,tRpNryn6N7A8TcyFbk-cyQJplC8T2F8FiKx4Ai1BgviQV0aV,IRON
39,103,6,163276,1583670222000,141676,0,True,1,zE9aU7LOGeMJQvojBKQgeP8ydMbu_lfglwzTLM3buBQvCB-1,IRON
40,222,5,43443,1583738615000,21843,0,True,0,zE9aU7LOGeMJQvojBKQgeP8ydMbu_lfglwzTLM3buBQvCB-1,IRON
41,51,5,29247,1583783165000,7647,0,True,0,zE9aU7LOGeMJQvojBKQgeP8ydMbu_lfglwzTLM3buBQvCB-1,IRON
42,51,5,179448,1583894375000,157848,0,False,2,WYyVHHiUPZCrk87vrCJ4bXe3jqZJZix_9DRuYmz5E-1_bMHe,IRON
43,11,5,39825,1580421254000,18225,0,False,2,WYyVHHiUPZCrk87vrCJ4bXe3jqZJZix_9DRuYmz5E-1_bMHe,IRON
44,21,5,23182,1583856415000,1582,0,False,0,WYyVHHiUPZCrk87vrCJ4bXe3jqZJZix_9DRuYmz5E-1_bMHe,IRON
45,24,5,24252,1583027060000,2652,0,True,0,YZ1jl9ZSP4UIMTDqtA2heFkbylvTdia1e1MmOtlQkFaME55A,IRON
46,51,4,15774,1583394604000,3174,5826,True,0,YZ1jl9ZSP4UIMTDqtA2heFkbylvTdia1e1MmOtlQkFaME55A,IRON
47,103,4,15363,1583369146000,2763,6237,True,0,YZ1jl9ZSP4UIMTDqtA2heFkbylvTdia1e1MmOtlQkFaME55A,IRON
48,82,5,38153,1583705413000,16553,0,False,1,3txMzbeyIKIYJXVTSIOjCsmS3RJuAdZkREulnSeRI8Tmcy4q,IRON
49,131,5,32855,1583605186000,11255,0,True,1,3txMzbeyIKIYJXVTSIOjCsmS3RJuAdZkREulnSeRI8Tmcy4q,IRON
50,5,5,25921,1583625773000,4321,0,False,0,3txMzbeyIKIYJXVTSIOjCsmS3RJuAdZkREulnSeRI8Tmcy4q,IRON
51,19,7,902433,1583885978000,880833,0,True,0,sQoz6ksfzMh5FW6n5zAJsI1-grdrjKb3EYKMwHeyD-aFn5eZ,IRON
52,22,5,27655,1581043504000,6055,0,False,0,sQoz6ksfzMh5FW6n5zAJsI1-grdrjKb3EYKMwHeyD-aFn5eZ,IRON
53,11,5,25281,1583042844000,3681,0,True,0,sQoz6ksfzMh5FW6n5zAJsI1-grdrjKb3EYKMwHeyD-aFn5eZ,IRON
54,412,4,18754,1583562292000,6154,2846,False,0,Ab0FxggdJBpIRRcWxdKrLvtXeq5Ca6EsR7EHI1UdoMyP8xU8,IRON
55,45,4,14685,1578811264000,2085,6915,False,0,Ab0FxggdJBpIRRcWxdKrLvtXeq5Ca6EsR7EHI1UdoMyP8xU8,IRON
56,50,4,13691,1581880327000,1091,7909,False,0,Ab0FxggdJBpIRRcWxdKrLvtXeq5Ca6EsR7EHI1UdoMyP8xU8,IRON
57,86,5,24219,1582078515000,2619,0,True,2,OoiYW76t0VZNjMjiNCxfVTVirLMex1l4Uk1TXhdgcWQVQ47q,IRON
58,17,4,18147,1581456957000,5547,3453,False,0,OoiYW76t0VZNjMjiNCxfVTVirLMex1l4Uk1TXhdgcWQVQ47q,IRON
59,24,4,15639,1580407402000,3039,5961,False,0,OoiYW76t0VZNjMjiNCxfVTVirLMex1l4Uk1TXhdgcWQVQ47q,IRON
60,32,6,55523,1583448429000,33923,0,False,0,XP04LiwJmYuYWCrIZf_wuwxLhHGjpmQ3eL0u-dPCeCEMtsq2,IRON
61,24,5,23957,1583953129000,2357,0,False,0,XP04LiwJmYuYWCrIZf_wuwxLhHGjpmQ3eL0u-dPCeCEMtsq2,IRON
62,222,5,23757,1582578966000,2157,0,False,0,XP04LiwJmYuYWCrIZf_wuwxLhHGjpmQ3eL0u-dPCeCEMtsq2,IRON
63,236,7,205653,1583693643000,184053,0,True,0,bl1x9BlR-ol2Eo3d1ZXvu_tgNe-aJ4DQqbwzsec_ik97ky1X,IRON
64,498,6,94952,1581646384000,73352,0,False,1,bl1x9BlR-ol2Eo3d1ZXvu_tgNe-aJ4DQqbwzsec_ik97ky1X,IRON
65,523,5,34843,1583705475000,13243,0,True,1,bl1x9BlR-ol2Eo3d1ZXvu_tgNe-aJ4DQqbwzsec_ik97ky1X,IRON
66,24,5,21843,1579370850000,243,0,False,0,FV0p11okgAkIBRVSJoOBTTM6eSs-q7ph7aekoze-rUg7VjDL,IRON
67,15,4,19925,1579535612000,7325,1675,False,0,FV0p11okgAkIBRVSJoOBTTM6eSs-q7ph7aekoze-rUg7VjDL,IRON
68,25,4,19408,1581810549000,6808,2192,False,0,FV0p11okgAkIBRVSJoOBTTM6eSs-q7ph7aekoze-rUg7VjDL,IRON
69,555,6,42727,1583969775000,21127,0,True,1,4YmtJtElIOR4QZv4_Ob5zrP_TaSlT0SKEkufael5BSJUYn-1,IRON
70,28,5,38570,1583029707000,16970,0,True,2,4YmtJtElIOR4QZv4_Ob5zrP_TaSlT0SKEkufael5BSJUYn-1,IRON
71,222,5,36617,1581922188000,15017,0,False,1,4YmtJtElIOR4QZv4_Ob5zrP_TaSlT0SKEkufael5BSJUYn-1,IRON
72,875,7,50171,1583455341000,28571,0,True,0,f4pj5dvFT0UINw1zDUyCUdOBJvsYPIoPYYD1EDMDite1UVtB,IRON
73,11,5,25655,1583547950000,4055,0,True,1,f4pj5dvFT0UINw1zDUyCUdOBJvsYPIoPYYD1EDMDite1UVtB,IRON
74,17,5,24467,1583116020000,2867,0,True,0,f4pj5dvFT0UINw1zDUyCUdOBJvsYPIoPYYD1EDMDite1UVtB,IRON
75,3,7,80497,1583182511000,58897,0,True,0,kong5Rx04RXFFt7Jnm6lBVlfPYht3puAkXlutyZesyNSnHvb,IRON
76,267,6,68507,1578182314000,46907,0,False,0,kong5Rx04RXFFt7Jnm6lBVlfPYht3puAkXlutyZesyNSnHvb,IRON
77,350,6,55328,1575619114000,33728,0,False,2,kong5Rx04RXFFt7Jnm6lBVlfPYht3puAkXlutyZesyNSnHvb,IRON
78,51,6,37764,1583951923000,16164,0,False,0,XuW17cezwhAdnNL7dYPvzYPP-xWsnniJfbzmttlZid4gq_Sr,IRON
79,18,5,22295,1583602977000,695,0,False,0,XuW17cezwhAdnNL7dYPvzYPP-xWsnniJfbzmttlZid4gq_Sr,IRON
80,32,4,18368,1563904803000,5768,3232,False,0,XuW17cezwhAdnNL7dYPvzYPP-xWsnniJfbzmttlZid4gq_Sr,IRON
81,17,6,121454,1583988751000,99854,0,False,0,JXdHV_MQXdQaVULXOa9PAPdfJFMq6LWG593tCVhlmLqqHwco,IRON
82,68,5,55548,1583978260000,33948,0,True,1,JXdHV_MQXdQaVULXOa9PAPdfJFMq6LWG593tCVhlmLqqHwco,IRON
83,78,5,39903,1583466269000,18303,0,True,0,JXdHV_MQXdQaVULXOa9PAPdfJFMq6LWG593tCVhlmLqqHwco,IRON
84,98,7,104842,1582848510000,83242,0,False,0,MVJ_qe_k9sZxH_FvJ78ClGjxpckeKX1URjI5MYJeLfx8ZueZ,IRON
85,76,6,44558,1583449443000,22958,0,True,2,MVJ_qe_k9sZxH_FvJ78ClGjxpckeKX1URjI5MYJeLfx8ZueZ,IRON
86,35,5,38977,1572806327000,17377,0,False,1,MVJ_qe_k9sZxH_FvJ78ClGjxpckeKX1URjI5MYJeLfx8ZueZ,IRON
87,555,6,93686,1581646860000,72086,0,False,3,igxiMBqyyBiPcpLRdGVV1wWOFp-Jy_d_g3oQfsbeRq0Gw4sC,IRON
88,497,6,72389,1582765057000,50789,0,False,0,igxiMBqyyBiPcpLRdGVV1wWOFp-Jy_d_g3oQfsbeRq0Gw4sC,IRON
89,81,6,69794,1583813927000,48194,0,False,0,igxiMBqyyBiPcpLRdGVV1wWOFp-Jy_d_g3oQfsbeRq0Gw4sC,IRON
90,157,5,38616,1583631041000,17016,0,True,0,UiHXDYq9WrX2MaPYhCD0qg8c9NMJu6BABKxwBWSNpNI8VP3m,IRON
91,15,5,21665,1583552866000,65,0,True,0,UiHXDYq9WrX2MaPYhCD0qg8c9NMJu6BABKxwBWSNpNI8VP3m,IRON
92,236,4,19095,1583635164000,6495,2505,True,0,UiHXDYq9WrX2MaPYhCD0qg8c9NMJu6BABKxwBWSNpNI8VP3m,IRON
93,84,5,25553,1582058764000,3953,0,True,0,kAQKOSTzrl80deoyykQN9cKl3ba9kFmrUqov_KQ3SurVe5A8,IRON
94,245,4,19596,1583964354000,6996,2004,False,0,kAQKOSTzrl80deoyykQN9cKl3ba9kFmrUqov_KQ3SurVe5A8,IRON
95,51,4,18469,1579466265000,5869,3131,False,0,kAQKOSTzrl80deoyykQN9cKl3ba9kFmrUqov_KQ3SurVe5A8,IRON
96,99,6,71816,1583947622000,50216,0,True,0,tF-QmH1TbHENWZnWWFeehK8BEhStopNRmLM8Hv7XYMVl9ARP,IRON
97,518,4,18709,1584019659000,6109,2891,True,0,tF-QmH1TbHENWZnWWFeehK8BEhStopNRmLM8Hv7XYMVl9ARP,IRON
98,51,4,13496,1574127487000,896,8104,False,0,tF-QmH1TbHENWZnWWFeehK8BEhStopNRmLM8Hv7XYMVl9ARP,IRON
99,134,6,42213,1583761014000,20613,0,True,2,ry5X3pQUKz2XAcz9FYp6GrS3fcgx-d-yN4g_ixdytYVXw1xm,IRON
100,84,5,34942,1581391865000,13342,0,True,1,ry5X3pQUKz2XAcz9FYp6GrS3fcgx-d-yN4g_ixdytYVXw1xm,IRON
101,7,5,24303,1583968795000,2703,0,False,0,ry5X3pQUKz2XAcz9FYp6GrS3fcgx-d-yN4g_ixdytYVXw1xm,IRON
102,427,7,81346,1582066294000,59746,0,True,0,a6JO_ohGJGOAYjs-CoDMHxsf3AtYF6pSgnwcBmKNI5v5ib3O,IRON
103,84,6,65694,1579503721000,44094,0,False,2,a6JO_ohGJGOAYjs-CoDMHxsf3AtYF6pSgnwcBmKNI5v5ib3O,IRON
104,245,5,63054,1582092694000,41454,0,False,0,a6JO_ohGJGOAYjs-CoDMHxsf3AtYF6pSgnwcBmKNI5v5ib3O,IRON
105,19,5,46687,1584050358000,25087,0,True,2,1kfQbmgKa99dQZ0p466f9xYMownbV-8SHTy9J1e-H4uVequ4,IRON
106,122,4,18243,1579387987000,5643,3357,False,0,1kfQbmgKa99dQZ0p466f9xYMownbV-8SHTy9J1e-H4uVequ4,IRON
107,82,4,16405,1583803500000,3805,5195,False,0,1kfQbmgKa99dQZ0p466f9xYMownbV-8SHTy9J1e-H4uVequ4,IRON
108,163,7,184678,1583996198000,163078,0,True,0,bU8Ss6oL2hYncHCUmuti5mD5ksbfjEkw08f439tlza1Vu2W0,IRON
109,19,7,141749,1583532263000,120149,0,False,0,bU8Ss6oL2hYncHCUmuti5mD5ksbfjEkw08f439tlza1Vu2W0,IRON
110,268,6,104751,1583449428000,83151,0,True,2,bU8Ss6oL2hYncHCUmuti5mD5ksbfjEkw08f439tlza1Vu2W0,IRON
111,498,7,360744,1583897295000,339144,0,True,0,0LIs4SZpK3sbgYaN8-Wixff-GJjCxH_CU6Km47j8Nus5Z90E,IRON
112,103,5,63956,1583793703000,42356,0,True,0,0LIs4SZpK3sbgYaN8-Wixff-GJjCxH_CU6Km47j8Nus5Z90E,IRON
113,22,5,43511,1581468801000,21911,0,False,1,0LIs4SZpK3sbgYaN8-Wixff-GJjCxH_CU6Km47j8Nus5Z90E,IRON
114,350,7,93636,1583404416000,72036,0,False,0,RmsxsOkgWBUu6Wz8H4a0RQhqgZqC8ToqcjNeGKs31k5lqzOH,IRON
115,50,7,89463,1583818604000,67863,0,True,0,RmsxsOkgWBUu6Wz8H4a0RQhqgZqC8ToqcjNeGKs31k5lqzOH,IRON
116,497,7,66857,1583617450000,45257,0,False,0,RmsxsOkgWBUu6Wz8H4a0RQhqgZqC8ToqcjNeGKs31k5lqzOH,IRON
117,86,5,24150,1583634189000,2550,0,True,0,CLq0xIMxK7f5CE8XYmNrz4zdzsPKrjpjSLNMvWoIBRURb2Em,IRON
118,85,4,17779,1582684759000,5179,3821,True,0,CLq0xIMxK7f5CE8XYmNrz4zdzsPKrjpjSLNMvWoIBRURb2Em,IRON
119,875,3,11460,1583597165000,5460,1140,True,0,CLq0xIMxK7f5CE8XYmNrz4zdzsPKrjpjSLNMvWoIBRURb2Em,IRON
120,81,4,15489,1582134235000,2889,6111,False,0,__IBuKL--cyY2FkZHP6nJ4Qo31UfPw919NnsyP4Oq7LQiwEN,IRON
121,39,4,12960,1583120804000,360,8640,True,0,__IBuKL--cyY2FkZHP6nJ4Qo31UfPw919NnsyP4Oq7LQiwEN,IRON
122,19,3,12270,1582773884000,6270,330,False,0,__IBuKL--cyY2FkZHP6nJ4Qo31UfPw919NnsyP4Oq7LQiwEN,IRON
123,29,7,184299,1582355549000,162699,0,False,0,p_rt-JknZfBHswtU8rv-UUsycfZjeHwRp4-PSGiQJi1Ods5U,IRON
124,24,7,44757,1580547280000,23157,0,False,0,p_rt-JknZfBHswtU8rv-UUsycfZjeHwRp4-PSGiQJi1Ods5U,IRON
125,236,5,41210,1580813504000,19610,0,False,2,p_rt-JknZfBHswtU8rv-UUsycfZjeHwRp4-PSGiQJi1Ods5U,IRON
126,235,3,11575,1583875931000,5575,1025,True,0,YW8WROSjJsOf0X56UPtqfY4srmOey891DdMGp3fxhSfWCk4n,IRON
127,142,3,9527,1583885938000,3527,3073,True,0,YW8WROSjJsOf0X56UPtqfY4srmOey891DdMGp3fxhSfWCk4n,IRON
128,141,3,8438,1581550491000,2438,4162,True,0,YW8WROSjJsOf0X56UPtqfY4srmOey891DdMGp3fxhSfWCk4n,IRON
129,89,7,69233,1582690448000,47633,0,False,0,5K7rHXBS7tPLz4tg85NL02J77HBxmz30l5qOXK2wPd15WBFq,IRON
130,1,6,56423,1583384040000,34823,0,False,0,5K7rHXBS7tPLz4tg85NL02J77HBxmz30l5qOXK2wPd15WBFq,IRON
131,16,6,38958,1582776568000,17358,0,True,0,5K7rHXBS7tPLz4tg85NL02J77HBxmz30l5qOXK2wPd15WBFq,IRON
132,14,5,75700,1584034713000,54100,0,False,1,3lNIel-4NMYHagdw-nPLnZ5K45WPMdUZyDazHMoUDCyo5-Oe,IRON
133,51,5,65635,1579808440000,44035,0,False,1,3lNIel-4NMYHagdw-nPLnZ5K45WPMdUZyDazHMoUDCyo5-Oe,IRON
134,421,5,30183,1579249215000,8583,0,False,0,3lNIel-4NMYHagdw-nPLnZ5K45WPMdUZyDazHMoUDCyo5-Oe,IRON
135,81,5,124694,1583568383000,103094,0,False,2,pRwdcLB1MnKvvWwKSqUnqymrrcpwIdu58A9QlKjD3QMYJmz2,IRON
136,99,6,68918,1583306771000,47318,0,True,0,pRwdcLB1MnKvvWwKSqUnqymrrcpwIdu58A9QlKjD3QMYJmz2,IRON
137,64,5,48943,1583634993000,27343,0,True,2,pRwdcLB1MnKvvWwKSqUnqymrrcpwIdu58A9QlKjD3QMYJmz2,IRON
138,121,5,183373,1583985716000,161773,0,False,0,A_ob2FBmf8_QTp7TzqLMn50iQa2wlWUUcoK8wc8yA13UQX3q,IRON
139,84,5,59743,1582849350000,38143,0,True,0,A_ob2FBmf8_QTp7TzqLMn50iQa2wlWUUcoK8wc8yA13UQX3q,IRON
140,31,5,51125,1583112818000,29525,0,True,0,A_ob2FBmf8_QTp7TzqLMn50iQa2wlWUUcoK8wc8yA13UQX3q,IRON
141,99,7,61999,1583898317000,40399,0,True,0,1C0VR6f9TiLO2sbirJXYpLWRzvlukaTjZLNTYC2yQ9418mwI,IRON
142,62,5,28621,1581914347000,7021,0,False,0,1C0VR6f9TiLO2sbirJXYpLWRzvlukaTjZLNTYC2yQ9418mwI,IRON
143,45,5,28194,1583895563000,6594,0,False,0,1C0VR6f9TiLO2sbirJXYpLWRzvlukaTjZLNTYC2yQ9418mwI,IRON
144,17,5,23377,1581518251000,1777,0,False,0,f8X4UBJP1dRVQ4-vNw54itrBFAozu0smAAPCN288okIPH7Iw,IRON
145,12,3,10044,1581703701000,4044,2556,False,0,f8X4UBJP1dRVQ4-vNw54itrBFAozu0smAAPCN288okIPH7Iw,IRON
146,86,3,6999,1581330669000,999,5601,True,0,f8X4UBJP1dRVQ4-vNw54itrBFAozu0smAAPCN288okIPH7Iw,IRON
147,99,7,132641,1583737414000,111041,0,False,0,cGgjuzuq2Xp12t-LqrScKdrTlV7a7nkoD0PZrMDZfDWF9Qtc,IRON
148,28,6,111591,1583730560000,89991,0,False,1,cGgjuzuq2Xp12t-LqrScKdrTlV7a7nkoD0PZrMDZfDWF9Qtc,IRON
149,267,7,82100,1583993533000,60500,0,True,0,cGgjuzuq2Xp12t-LqrScKdrTlV7a7nkoD0PZrMDZfDWF9Qtc,IRON
150,29,5,34270,1581204931000,12670,0,False,1,lErWb99HfXJ6el4xugAMBFSDxGPB3TL60CAAATJmlNtroRnJ,IRON
151,17,5,33743,1583636088000,12143,0,False,0,lErWb99HfXJ6el4xugAMBFSDxGPB3TL60CAAATJmlNtroRnJ,IRON
152,202,5,28903,1576362329000,7303,0,False,0,lErWb99HfXJ6el4xugAMBFSDxGPB3TL60CAAATJmlNtroRnJ,IRON
153,412,7,151337,1583710206000,129737,0,True,0,lqMrkjIBH0VJ4g-LhkPGrAKzo0CZFL-mwhwH7wgKT-T7Ikae,IRON
154,99,6,74502,1578982663000,52902,0,False,0,lqMrkjIBH0VJ4g-LhkPGrAKzo0CZFL-mwhwH7wgKT-T7Ikae,IRON
155,202,5,26625,1581312635000,5025,0,True,0,lqMrkjIBH0VJ4g-LhkPGrAKzo0CZFL-mwhwH7wgKT-T7Ikae,IRON
156,22,3,8912,1579118615000,2912,3688,False,0,LegcTjdOdkG5DVG7je2OWmUu_5WyRaRAZYkTud2aGCOcKKW1,IRON
157,3,3,7927,1582854860000,1927,4673,False,0,LegcTjdOdkG5DVG7je2OWmUu_5WyRaRAZYkTud2aGCOcKKW1,IRON
158,9,3,7806,1580006899000,1806,4794,False,0,LegcTjdOdkG5DVG7je2OWmUu_5WyRaRAZYkTud2aGCOcKKW1,IRON
159,80,5,39442,1583562786000,17842,0,True,0,x51ThGZJpPEloyyvY9Vpa79G0YQevxSzW2KNwhdDoFHSI033,IRON
160,141,5,37229,1583558703000,15629,0,True,0,x51ThGZJpPEloyyvY9Vpa79G0YQevxSzW2KNwhdDoFHSI033,IRON
161,266,4,18001,1583451444000,5401,3599,True,0,x51ThGZJpPEloyyvY9Vpa79G0YQevxSzW2KNwhdDoFHSI033,IRON
162,103,7,208422,1583580246000,186822,0,True,0,zcjJszq-zGn2pMSsfkJdZMYytREtq6LCj9e1ozELiVbPCxK9,IRON
163,25,7,118326,1583858232000,96726,0,True,0,zcjJszq-zGn2pMSsfkJdZMYytREtq6LCj9e1ozELiVbPCxK9,IRON
164,99,7,81123,1583860023000,59523,0,False,0,zcjJszq-zGn2pMSsfkJdZMYytREtq6LCj9e1ozELiVbPCxK9,IRON
165,81,6,58195,1584033882000,36595,0,True,0,9gWXugFEWpcQFKyJ5U-OQKj51Ec2ui_vqjLkWHiNVSugkkHZ,IRON
166,4,6,46025,1584031030000,24425,0,False,0,9gWXugFEWpcQFKyJ5U-OQKj51Ec2ui_vqjLkWHiNVSugkkHZ,IRON
167,104,5,40724,1583871581000,19124,0,False,0,9gWXugFEWpcQFKyJ5U-OQKj51Ec2ui_vqjLkWHiNVSugkkHZ,IRON
168,161,5,36868,1583803963000,15268,0,True,0,7du3AqczSZcXB420frxEjUfipfXEig3-H9k9x-BftQR6mZQn,IRON
169,74,4,18956,1583787144000,6356,2644,True,0,7du3AqczSZcXB420frxEjUfipfXEig3-H9k9x-BftQR6mZQn,IRON
170,103,4,12934,1581920616000,334,8666,True,0,7du3AqczSZcXB420frxEjUfipfXEig3-H9k9x-BftQR6mZQn,IRON
171,99,4,18806,1583952520000,6206,2794,False,0,HoXYf9v2hI_edcnewMhx4TBmA0e-ddHpnd6jUC99xXvUXUpX,IRON
172,63,4,16995,1579401056000,4395,4605,False,0,HoXYf9v2hI_edcnewMhx4TBmA0e-ddHpnd6jUC99xXvUXUpX,IRON
173,74,4,16811,1579242084000,4211,4789,False,0,HoXYf9v2hI_edcnewMhx4TBmA0e-ddHpnd6jUC99xXvUXUpX,IRON
174,119,5,64328,1579316424000,42728,0,True,0,9iGgEZD4GiRbdMBSBiCLLPDnHwu6TI1AxxI0U4cWkgtIHbDS,IRON
175,350,7,41623,1583985120000,20023,0,True,0,9iGgEZD4GiRbdMBSBiCLLPDnHwu6TI1AxxI0U4cWkgtIHbDS,IRON
176,115,5,41537,1579298167000,19937,0,False,0,9iGgEZD4GiRbdMBSBiCLLPDnHwu6TI1AxxI0U4cWkgtIHbDS,IRON
177,18,6,123150,1583660433000,101550,0,True,0,Fy88ljxRwDeK7_Bu1bNcCKoBop8WZE-ktHYQf1k7aB_nd6dt,IRON
178,86,3,7239,1575263985000,1239,5361,False,0,Fy88ljxRwDeK7_Bu1bNcCKoBop8WZE-ktHYQf1k7aB_nd6dt,IRON
179,145,3,6036,1579246242000,36,6564,True,0,Fy88ljxRwDeK7_Bu1bNcCKoBop8WZE-ktHYQf1k7aB_nd6dt,IRON
180,99,5,37685,1582774863000,16085,0,False,1,EcDO7thrVjJqU4ksRluH1ZqvvNXbsbtQ9Pi0CZJBraTAxwiF,IRON
181,21,5,26848,1580455593000,5248,0,True,1,EcDO7thrVjJqU4ksRluH1ZqvvNXbsbtQ9Pi0CZJBraTAxwiF,IRON
182,45,5,23566,1582174103000,1966,0,False,0,EcDO7thrVjJqU4ksRluH1ZqvvNXbsbtQ9Pi0CZJBraTAxwiF,IRON
183,53,5,60196,1583961758000,38596,0,True,2,zDw9wqnZPJmRuuXLhq5gw3eTiaJXDKhTSrIpiGBdeTd4WgDz,IRON
184,25,6,37243,1583882505000,15643,0,True,0,zDw9wqnZPJmRuuXLhq5gw3eTiaJXDKhTSrIpiGBdeTd4WgDz,IRON
